team_a,team_b,draw,loser,winner,total,winning_perc,losing_perc,draw_perc,team_a_txt,team_b_txt
United States,Uruguay,4,1,2,7,29,14,57,United_States,Uruguay
United States,Wales,1,0,1,2,50,0,50,United_States,Wales
Uruguay,Argentina,43,84,52,179,29,47,24,Uruguay,Argentina
Uruguay,Australia,0,3,4,7,57,43,0,Uruguay,Australia
Uruguay,Belgium,0,2,0,2,0,100,0,Uruguay,Belgium
Uruguay,Brazil,19,37,20,76,26,49,25,Uruguay,Brazil
Uruguay,Canada,0,0,2,2,100,0,0,Uruguay,Canada
Uruguay,Costa Rica,3,1,6,10,60,10,30,Uruguay,Costa_Rica
Uruguay,Denmark,0,2,0,2,0,100,0,Uruguay,Denmark
Uruguay,Ecuador,10,7,31,48,65,15,21,Uruguay,Ecuador
Uruguay,England,3,3,5,11,45,27,27,Uruguay,England
Uruguay,France,4,3,2,9,22,33,44,Uruguay,France
Uruguay,Germany,2,8,0,10,0,80,20,Uruguay,Germany
Uruguay,Ghana,1,0,0,1,0,0,100,Uruguay,Ghana
Uruguay,Iran,1,1,0,2,0,50,50,Uruguay,Iran
Uruguay,Japan,2,2,4,8,50,25,25,Uruguay,Japan
Uruguay,Mexico,7,8,7,22,32,36,32,Uruguay,Mexico
Uruguay,Morocco,0,0,1,1,100,0,0,Uruguay,Morocco
Uruguay,Netherlands,1,2,1,4,25,50,25,Uruguay,Netherlands
Uruguay,Poland,2,1,1,4,25,25,50,Uruguay,Poland
Uruguay,Portugal,1,1,1,3,33,33,33,Uruguay,Portugal
Uruguay,Saudi Arabia,1,1,1,3,33,33,33,Uruguay,Saudi_Arabia
Uruguay,Senegal,1,0,0,1,0,0,100,Uruguay,Senegal
Uruguay,Serbia,1,1,0,2,0,50,50,Uruguay,Serbia
Uruguay,South Korea,1,1,6,8,75,12,12,Uruguay,South_Korea
Uruguay,Spain,5,5,0,10,0,50,50,Uruguay,Spain
Uruguay,Switzerland,1,0,2,3,67,0,33,Uruguay,Switzerland
Uruguay,Tunisia,1,0,0,1,0,0,100,Uruguay,Tunisia
Uruguay,United States,4,2,1,7,14,29,57,Uruguay,United_States
Uruguay,Wales,1,0,1,2,50,0,50,Uruguay,Wales
Wales,Argentina,1,1,0,2,0,50,50,Wales,Argentina
Wales,Australia,0,1,0,1,0,100,0,Wales,Australia
Wales,Belgium,5,6,5,16,31,38,31,Wales,Belgium
Wales,Brazil,1,8,1,10,10,80,10,Wales,Brazil
Wales,Canada,0,1,2,3,67,33,0,Wales,Canada
Wales,Costa Rica,0,1,1,2,50,50,0,Wales,Costa_Rica
Wales,Croatia,2,4,0,6,0,67,33,Wales,Croatia
Wales,Denmark,0,7,4,11,36,64,0,Wales,Denmark
Wales,England,19,51,13,83,16,61,23,Wales,England
Wales,France,1,4,1,6,17,67,17,Wales,France
Wales,Germany,6,9,2,17,12,53,35,Wales,Germany
Wales,Iran,0,0,1,1,100,0,0,Wales,Iran
Wales,Japan,0,0,1,1,100,0,0,Wales,Japan
Wales,Mexico,2,2,1,5,20,40,40,Wales,Mexico
Wales,Netherlands,0,10,0,10,0,100,0,Wales,Netherlands
Wales,Poland,2,6,1,9,11,67,22,Wales,Poland
Wales,Portugal,0,3,1,4,25,75,0,Wales,Portugal
Wales,Qatar,0,0,1,1,100,0,0,Wales,Qatar
Wales,Saudi Arabia,0,0,1,1,100,0,0,Wales,Saudi_Arabia
Wales,Serbia,2,4,0,6,0,67,33,Wales,Serbia
Wales,Spain,2,3,1,6,17,50,33,Wales,Spain
Wales,Switzerland,1,5,2,8,25,62,12,Wales,Switzerland
Wales,Tunisia,0,1,0,1,0,100,0,Wales,Tunisia
Wales,United States,1,1,0,2,0,50,50,Wales,United_States
Wales,Uruguay,1,1,0,2,0,50,50,Wales,Uruguay
